DIMENSION 2-D
Benchmarks;Instance 1;Instance 2;Instance 3;Instance 4;Instance 5;Instance 6;Instance 7;Instance 8;Instance 9;Instance 10;Instance 11;Instance 12;Instance 13;Instance 14;Instance 15;;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores
f18;3.0328e+00;8.6276e+00;4.3539e+00;1.2552e+01;3.8140e+00;9.8159e+00;1.4664e+01;3.8410e+00;7.6810e+00;2.6799e+00;6.9089e+00;2.6678e+00;6.4290e+00;8.7415e+00;6.2802e+00;;=FLOOR.XCL(-LOG10(B132),1);=FLOOR.XCL(-LOG10(C132),1);=FLOOR.XCL(-LOG10(D132),1);=FLOOR.XCL(-LOG10(E132),1);=FLOOR.XCL(-LOG10(F132),1);=FLOOR.XCL(-LOG10(G132),1);=FLOOR.XCL(-LOG10(H132),1);=FLOOR.XCL(-LOG10(I132),1);=FLOOR.XCL(-LOG10(J132),1);=FLOOR.XCL(-LOG10(K132),1);=FLOOR.XCL(-LOG10(L132),1);=FLOOR.XCL(-LOG10(M132),1);=FLOOR.XCL(-LOG10(N132),1);=FLOOR.XCL(-LOG10(O132),1);=FLOOR.XCL(-LOG10(P132),1)
f19;5.8409e+00;5.4819e+00;4.9414e+00;5.0103e+00;4.1334e+00;5.9244e+00;5.9467e+00;3.8555e+00;5.1402e+00;6.1508e+00;5.4107e+00;5.4240e+00;4.4171e+00;5.1264e+00;5.9693e+00;;=FLOOR.XCL(-LOG10(B133),1);=FLOOR.XCL(-LOG10(C133),1);=FLOOR.XCL(-LOG10(D133),1);=FLOOR.XCL(-LOG10(E133),1);=FLOOR.XCL(-LOG10(F133),1);=FLOOR.XCL(-LOG10(G133),1);=FLOOR.XCL(-LOG10(H133),1);=FLOOR.XCL(-LOG10(I133),1);=FLOOR.XCL(-LOG10(J133),1);=FLOOR.XCL(-LOG10(K133),1);=FLOOR.XCL(-LOG10(L133),1);=FLOOR.XCL(-LOG10(M133),1);=FLOOR.XCL(-LOG10(N133),1);=FLOOR.XCL(-LOG10(O133),1);=FLOOR.XCL(-LOG10(P133),1)
f20;1.5280e+00;9.8071e+02;1.4761e+00;1.3970e+00;2.1640e+00;1.6968e+00;1.4865e+00;1.5048e+00;1.7962e+00;1.4657e+00;2.1718e+00;1.9660e+00;1.5737e+00;1.7668e+00;1.7158e+00;;=FLOOR.XCL(-LOG10(B134),1);=FLOOR.XCL(-LOG10(C134),1);=FLOOR.XCL(-LOG10(D134),1);=FLOOR.XCL(-LOG10(E134),1);=FLOOR.XCL(-LOG10(F134),1);=FLOOR.XCL(-LOG10(G134),1);=FLOOR.XCL(-LOG10(H134),1);=FLOOR.XCL(-LOG10(I134),1);=FLOOR.XCL(-LOG10(J134),1);=FLOOR.XCL(-LOG10(K134),1);=FLOOR.XCL(-LOG10(L134),1);=FLOOR.XCL(-LOG10(M134),1);=FLOOR.XCL(-LOG10(N134),1);=FLOOR.XCL(-LOG10(O134),1);=FLOOR.XCL(-LOG10(P134),1)
f21;2.0181e+01;9.0588e+00;6.8197e-01;2.2596e+01;2.0445e+00;4.8339e-02;9.4019e-01;2.5359e+00;1.0146e+00;2.1561e+01;6.2979e+00;8.1966e+00;1.0025e+01;1.8394e+01;3.0102e+00;;=FLOOR.XCL(-LOG10(B135),1);=FLOOR.XCL(-LOG10(C135),1);=FLOOR.XCL(-LOG10(D135),1);=FLOOR.XCL(-LOG10(E135),1);=FLOOR.XCL(-LOG10(F135),1);=FLOOR.XCL(-LOG10(G135),1);=FLOOR.XCL(-LOG10(H135),1);=FLOOR.XCL(-LOG10(I135),1);=FLOOR.XCL(-LOG10(J135),1);=FLOOR.XCL(-LOG10(K135),1);=FLOOR.XCL(-LOG10(L135),1);=FLOOR.XCL(-LOG10(M135),1);=FLOOR.XCL(-LOG10(N135),1);=FLOOR.XCL(-LOG10(O135),1);=FLOOR.XCL(-LOG10(P135),1)
f22;1.0419e-01;1.9623e+01;3.2028e+00;7.0141e-01;1.1140e+01;8.7568e+00;6.1265e+00;8.7345e-01;1.1155e+01;1.1200e+01;2.3520e+01;1.6129e+01;1.2692e+01;8.7635e+00;1.9663e+00;;=FLOOR.XCL(-LOG10(B136),1);=FLOOR.XCL(-LOG10(C136),1);=FLOOR.XCL(-LOG10(D136),1);=FLOOR.XCL(-LOG10(E136),1);=FLOOR.XCL(-LOG10(F136),1);=FLOOR.XCL(-LOG10(G136),1);=FLOOR.XCL(-LOG10(H136),1);=FLOOR.XCL(-LOG10(I136),1);=FLOOR.XCL(-LOG10(J136),1);=FLOOR.XCL(-LOG10(K136),1);=FLOOR.XCL(-LOG10(L136),1);=FLOOR.XCL(-LOG10(M136),1);=FLOOR.XCL(-LOG10(N136),1);=FLOOR.XCL(-LOG10(O136),1);=FLOOR.XCL(-LOG10(P136),1)
f23;2.9360e+00;2.6606e+00;2.7462e+00;2.2972e+00;2.5200e+00;2.2889e+00;2.6394e+00;2.3712e+00;1.8885e+00;2.3503e+00;3.4966e+00;2.1878e+00;2.9831e+00;1.2692e+00;2.6719e+00;;=FLOOR.XCL(-LOG10(B137),1);=FLOOR.XCL(-LOG10(C137),1);=FLOOR.XCL(-LOG10(D137),1);=FLOOR.XCL(-LOG10(E137),1);=FLOOR.XCL(-LOG10(F137),1);=FLOOR.XCL(-LOG10(G137),1);=FLOOR.XCL(-LOG10(H137),1);=FLOOR.XCL(-LOG10(I137),1);=FLOOR.XCL(-LOG10(J137),1);=FLOOR.XCL(-LOG10(K137),1);=FLOOR.XCL(-LOG10(L137),1);=FLOOR.XCL(-LOG10(M137),1);=FLOOR.XCL(-LOG10(N137),1);=FLOOR.XCL(-LOG10(O137),1);=FLOOR.XCL(-LOG10(P137),1)
f24;1.5740e+02;1.0840e+02;1.3529e+02;1.4479e+02;1.2999e+02;1.3066e+02;1.1838e+02;1.4957e+02;1.3972e+02;2.0498e+02;1.2909e+02;1.2387e+02;1.5657e+02;1.2869e+02;1.3518e+02;;=FLOOR.XCL(-LOG10(B138),1);=FLOOR.XCL(-LOG10(C138),1);=FLOOR.XCL(-LOG10(D138),1);=FLOOR.XCL(-LOG10(E138),1);=FLOOR.XCL(-LOG10(F138),1);=FLOOR.XCL(-LOG10(G138),1);=FLOOR.XCL(-LOG10(H138),1);=FLOOR.XCL(-LOG10(I138),1);=FLOOR.XCL(-LOG10(J138),1);=FLOOR.XCL(-LOG10(K138),1);=FLOOR.XCL(-LOG10(L138),1);=FLOOR.XCL(-LOG10(M138),1);=FLOOR.XCL(-LOG10(N138),1);=FLOOR.XCL(-LOG10(O138),1);=FLOOR.XCL(-LOG10(P138),1)
;;;;;;;;;;;;;;;;;Total;=SUM(R115:AF138)

;;;;;;;;;;;;;;;;;SUM;=SUM(S139,S111,S83,S55,S27)
